,0,1,2,3,4,5,6,7,8,9,mean,std_dev,zeroes
CVD2_P19883,-0.0,-0.0,-0.0008073352332948658,-0.006001184237679907,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0006808519470974772,0.0017897041290345392,8
CVD2_P21583,0.0,0.0,0.002258057131102239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022580571311022388,0.0006774171393306716,9
CVD2_P24394,-0.0,-0.0,-0.0037996983791515736,-0.0,-0.0,-0.0,-0.020759620431889846,-0.0,-0.0,-0.0,-0.0024559318811041416,0.006205509924272365,8
CVD2_Q13219,-0.06418276143336524,-0.053086088378457824,-0.05878169307773519,-0.063785610530176,-0.04119616746799232,-0.053399532801584444,-0.02579151993683805,-0.038067020639529325,-0.04396194183970652,-0.03082334961391901,-0.04730756857193039,0.012755613841331816,0
CVD2_Q15109,-0.0,-0.0,-0.005717699899988171,-0.0,-0.0,-0.004788099542800439,-0.010890142124268285,-0.0,-0.0,-0.0,-0.002139594156705689,0.003583776685436214,7
CVD2_Q76LX8,-0.0519953480410993,-0.05079458449445085,-0.0813770065414567,-0.09413793890678387,-0.05517952701166867,-0.048553737203713615,-0.06176209020396324,-0.04404685787167696,-0.05126963059424985,-0.08224194711753025,-0.062135866798659345,0.016457081449332705,0
CVD2_Q8IYS5,-0.0,-0.0,-0.0,-7.40109842608521e-05,-0.0,-0.0,-0.0049251333819901365,-0.0,-0.0,-0.0,-0.0004999144366250989,0.0014752380152613666,8
"CVD2_Q8NEV9,Q14213",-0.0,-0.0,-0.0028703036962959214,-0.004744428818984858,-0.0,-0.0,-0.00879995287848644,-0.004286876157210176,-0.0,-0.0,-0.0020701561550977394,0.0028932552758671745,6
CVD2_Q9UEW3,0.004659443029280117,0.006666041886963745,0.043489063531172406,0.029023300369808484,0.030975344964272764,0.03711475757824689,0.014838830560820396,0.02447162820366755,0.020766923857578463,0.019588810791789733,0.023159414477360054,0.011862662793221426,0
CVD2_Q9UIB8,-0.017758430763163986,-0.0,-0.004919374231256371,-0.0,-0.0548437160627155,-0.008170746227892616,-0.0,-0.030679936976302592,-0.03939005516814361,-0.0,-0.015576225942947466,0.01865691084892517,4
CVD3_O00175,-0.031706044010775765,-0.0,-0.04161560726411874,-0.025174218727251927,-0.007532781197860543,-0.04002250374574206,-0.01593402875065611,-0.01740719267735611,-0.026713851507243803,-0.05055696508416973,-0.02566631929651748,0.015061067789680227,1
CVD3_P00533,0.0,0.0,0.0,0.016425782459674236,0.0,0.0,0.025267246663085684,0.0,0.0,0.013740257441494685,0.005543328656425461,0.008886787000782844,7
CVD3_P01130,0.0,0.007267691836152072,0.0,0.0,0.0,0.008713928754746858,0.012842275249071677,0.0,0.006756832926896551,0.008830029706456431,0.004441075847332359,0.004691146997721375,5
CVD3_P02786,-0.20308166972832317,-0.22471915888284916,-0.186490568425979,-0.18646722157713627,-0.23867807948578598,-0.2093428434048911,-0.2230081558213391,-0.22449715104804457,-0.21835023298638923,-0.21090662233152604,-0.21255417036922636,0.0160578829912103,0
CVD3_P16581,0.0032345221515763284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003234522151576328,0.0009703566454728986,9
CVD3_P28799,0.0,0.021680751588774156,0.004709375134715295,0.020794769742249346,0.0043830299669234485,0.0,0.0,0.0,0.003474502717155038,0.0,0.005504242914981729,0.008080667499643689,5
CVD3_Q8NBP7,0.0,0.0,0.004564872954023058,0.005205382419806434,0.0,0.035397380524619534,0.0,0.001085579657918893,0.0,0.013868883120812551,0.006012209867718048,0.010644089188395123,5
CVD3_Q92876,0.0,0.019024704436721163,0.005004396212095916,0.0,0.0,0.0,0.0,0.025146376604790077,0.0,0.0,0.0049175477253607155,0.008817600923097892,7
CVD3_Q9H2A7,0.037954427905006693,0.020094007884140445,0.00045623894385418673,0.0,0.0,0.02026890258938627,0.0,0.001972890048123293,0.004803229438163414,0.0,0.008554969680867431,0.012451636689078996,4
INF_O14625,-0.05370800401360676,-0.07734313740088666,-0.07389710812954065,-0.0543454541872879,-0.06228411955856359,-0.08158350352228103,-0.0496054440822351,-0.07230600656597888,-0.06285459298054634,-0.08727085520941885,-0.06751982256503457,0.012175374650236655,0
INF_P01375,0.003012856361132516,0.0,0.0169584852857702,0.002340578229687128,0.007260103989676446,0.0,0.00273601808601261,0.0,0.0,0.0011525395183767096,0.0033460581470655614,0.005017051266467906,4
INF_P01583,0.011573282608925286,0.0,0.01178409029459933,0.0,0.0,0.0,0.0,0.003416985366951594,0.005297301340746406,0.006270815716076756,0.003834247532729937,0.004526051626224525,5
INF_P13232,-0.03685998315367233,-0.07676238089777744,-0.0518013275492311,-0.09820768497640059,-0.05857787725391779,-0.08592087690108191,-0.09641368317727166,-0.05884671724746151,-0.0911004542491227,-0.08009919766803665,-0.07345901830739737,0.019759676499632683,0
INF_P29460,-0.0,-0.0,-0.005442312578448721,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.000544231257844872,0.0016326937735346163,9
INF_P35225,0.0,0.005535831500449864,0.015006806374703942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020542637875153808,0.004622225339403711,8
INF_P50591,0.0,0.0,0.0,0.015028455833314518,0.0,0.0,0.0,0.0,0.00810318139459547,0.001619991220147832,0.0024751628448057817,0.0048257237168935485,7
INF_P55773,-0.0,-0.0,-0.008000074352346544,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0008000074352346543,0.0024000223057039634,9
INF_P60568,0.019439767850884526,0.003771118973253036,0.017334304847001773,0.005469680543976874,0.011031121744227318,0.01733624672527479,0.017012575601416138,0.01921521082132331,0.026662055128744342,0.02844936610520925,0.01657214483413114,0.00759787053448705,0
INF_P78423,-0.02367259179256421,-0.0,-0.0,-0.0012302493343661037,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0024902841126930313,0.00707028971105692,8
INF_P80162,-0.040491701377490315,-0.02309909521896695,-0.02786869005782519,-0.024080376422369803,-0.0,-0.029973694726289583,-0.0027984886256898,-0.01746014418239057,-0.0,-0.027409634669416386,-0.01931818252804386,0.013267069587540294,2
INF_Q5T4W7,0.0006229214650007024,0.0,0.0,0.0,0.009075201736524924,0.0,0.0,0.0,0.0,0.0,0.0009698123201525627,0.002708172046731645,8
INF_Q99748,-0.06977455137395285,-0.054182900940275176,-0.0621601919887021,-0.04102912294548032,-0.0473481160606308,-0.06872594695410693,-0.05107401911573202,-0.06215962200822287,-0.055088299982836354,-0.021880935839426498,-0.053342370720936595,0.013595727617404022,0
INF_Q9NRJ3,0.0,0.0,0.0,0.012525942067128523,0.0,0.0,0.0,0.0035124870684071705,0.0,0.018462645756748285,0.0034501074892283974,0.006253588262283216,7
INF_Q9NYY1,0.01891981319807158,0.07171403181725798,0.053739290159536046,0.055073837639314,0.020602288248754368,0.030959910276250155,0.023588810946754465,0.01489189884533986,0.004860183631566943,0.012769978764726147,0.030712004352757154,0.020826649268557543,0
INF_Q9P0M4,0.004724201589174181,0.0,0.0,0.0053552914433539454,0.0,0.0,0.0,0.0,0.0,0.004847087222650858,0.0014926580255178983,0.0022849770640199244,7
